relative_time,bluetooth_le-F1:5F:C5:86:3E:30-Resistance-1,bluetooth_le-F1:5F:C5:86:3E:30-Humidity-0
56790,1327.272750287017,125.79122924804688
56924,,125.73492431640625
56925,1295.9640320346257,
57014,,125.72830200195312
57015,1265.4867577043067,
57105,1245.6140871890423,125.62562561035156
57239,,125.62562561035156
57240,1226.0870429473534,
57330,1211.6631312201926,125.66206359863281
57420,,125.63224792480469
57421,1202.1505872527102,
57554,,125.64218139648438
57556,1197.4248951544064,
57644,,125.71504211425781
57645,1197.4248951544064,
57735,,125.65873718261719
57738,1197.4248951544064,
57870,,125.68193054199219
57872,1197.4248951544064,
57959,,125.70842742919922
57960,1202.1505872527102,
58050,1211.6631312201926,125.75479125976562
58185,1226.0870429473534,125.80448150634766
58276,1245.6140871890423,125.75479125976562
58364,,125.84420776367188
58365,1265.4867577043067,
58456,,125.79784393310547
58500,1290.8277394594274,
58590,1316.742037411725,125.82765197753906
58679,,125.86078643798828
58680,1343.2495154932474,
58770,,125.83759307861328
58815,1364.8961400384774,
58904,,125.8475341796875
58905,1381.3954277281036,
58994,,125.86078643798828
58995,1392.5233489718019,
59084,,125.8773422241211
59085,1403.755896041906,
59220,1403.755896041906,125.82103729248047
59309,,125.78460693359375
59310,1403.755896041906,
59399,,125.81109619140625
59402,1403.755896041906,
59534,,125.77796936035156
59535,1398.1264996103264,
59625,1381.3954277281036,125.78460693359375
59714,,125.75148010253906
59715,1370.3702917151372,
59850,,125.77796936035156
59851,1348.623918108385,
59939,,125.73159790039062
59940,1327.272750287017,
60029,,125.72830200195312
60030,1306.3063175296468,
60165,1290.8277394594274,125.63224792480469
60254,,125.73159790039062
60255,1280.6235457969112,
60345,1270.5099482745459,125.61569213867188
60479,,125.6454849243164
60480,1265.4867577043067,
60570,1265.4867577043067,125.6488037109375
60659,,125.72830200195312
60660,1260.485705613473,
60750,,125.73159790039062
60794,1260.485705613473,
60886,,125.80448150634766
60887,1260.485705613473,
60975,1260.485705613473,125.76473236083984
61065,1265.4867577043067,125.79784393310547
61199,,125.77467346191406
61200,1275.5555251439418,
61289,,125.83759307861328
61290,1290.8277394594274,
61380,1301.1236035223337,125.82435607910156
61515,1321.9953812312326,125.88066101074219
61605,1337.899640238259,125.8773422241211
61695,1364.8961400384774,125.92700958251953
61829,,125.92039489746094
61830,1375.8700254619196,
61920,,125.8938980102539
61965,1386.946354958131,
62009,,125.86078643798828
62010,1392.5233489718019,
62144,,125.8475341796875
62145,1386.946354958131,
62235,1381.3954277281036,125.82765197753906
62325,1375.8700254619196,125.80448150634766
62460,1359.4470426958273,125.78790283203125
62550,,125.77134704589844
62551,1348.623918108385,
62640,1327.272750287017,125.68523406982422
62730,1306.3063175296468,125.65873718261719
62865,1275.5555251439418,125.6289291381836
62955,1245.6140871890423,125.61237335205078
63045,1206.8965368406953,125.53619384765625
63180,1183.3688073725812,125.49644470214844
63271,1164.9048549459735,125.46001434326172
63360,1155.7894890576522,125.46333312988281
63495,1146.7504530347587,125.4500961303711
63585,1137.7870371123897,125.49644470214844
63675,1137.7870371123897,125.4434585571289
63810,1137.7870371123897,125.54945373535156
63900,1142.2594045403562,125.62562561035156
63990,1151.2605238075307,125.55938720703125
64125,1164.9048549459735,125.6521224975586
64215,1178.7234203995706,125.60243225097656
64305,1197.4248951544064,125.75148010253906
64439,,125.6918716430664
64440,1221.258075435027,
64530,,125.71836853027344
64531,1245.6140871890423,
64620,1275.5555251439418,125.6918716430664
64709,,125.72830200195312
64710,1306.3063175296468,
64844,,125.74485778808594
64845,1332.5740054751034,
64934,,125.72830200195312
64935,1348.623918108385,
65025,1354.0229224566535,125.6918716430664
65160,1359.4470426958273,125.66535949707031
65250,1359.4470426958273,125.72166442871094
65339,,125.61898803710938
65340,1354.0229224566535,
65475,1337.899640238259,125.6521224975586
65565,1321.9953812312326,125.59913635253906
65655,1301.1236035223337,125.56932067871094
65790,1280.6235457969112,125.52626037597656
65880,1250.5494236828067,125.51631927490234
65969,,125.4202651977539
65970,1221.258075435027,
66105,1188.0341287212777,125.43684387207031
66195,1155.7894890576522,125.38053894042969
66285,1137.7870371123897,125.28118133544922
66419,,125.23811340332031
66420,1124.4812988774768,
66509,,125.36398315429688
66511,1111.340187337602,
66599,,125.30435180664062
66600,1106.9959102976018,
66735,1102.669375906501,125.31761169433594
66825,1102.669375906501,125.35404205322266
66915,1102.669375906501,125.36727905273438
67050,1106.9959102976018,125.39047241210938
67140,1120.0827850492872,125.41696166992188
67230,1137.7870371123897,125.39379119873047
67365,,125.4500961303711
67366,1151.2605238075307,
67455,1174.0976003565147,125.48652648925781
67545,1197.4248951544064,125.52295684814453
67680,1226.0870429473534,125.55606842041016
67769,,125.53619384765625
67770,1260.485705613473,
67860,,125.61569213867188
67861,1290.8277394594274,
67950,1311.5124404073524,125.53619384765625
68085,1327.272750287017,125.53287506103516
68175,1337.899640238259,125.55274963378906
68310,1337.899640238259,125.60243225097656
68400,1332.5740054751034,125.51963806152344
68490,1321.9953812312326,125.46995544433594
68579,,125.43022155761719
68580,1311.5124404073524,
68715,1295.9640320346257,125.4500961303711
68805,1270.5099482745459,125.3970947265625
68894,,125.3970947265625
68896,1245.6140871890423,
69030,1221.258075435027,125.33416748046875
69119,,125.31761169433594
69120,1197.4248951544064,
69210,1164.9048549459735,125.30435180664062
69345,1146.7504530347587,125.20829772949219
69435,1128.8980866510478,125.20829772949219
69525,1120.0827850492872,125.23479461669922
69660,,125.2182388305664
69663,1111.340187337602,
69750,1111.340187337602,125.26130676269531
69839,,125.22817993164062
69840,1111.340187337602,
69929,,125.18180847167969
69930,1115.702521108099,
70154,,125.26792907714844
70155,1120.0827850492872,
70289,,125.25466918945312
70290,1133.3333243264092,
70334,,125.27454376220703
70335,1146.7504530347587,
70425,1160.3375358170151,125.30767822265625
70514,,125.36065673828125
70560,1183.3688073725812,
70650,1206.8965368406953,125.3970947265625
70740,1235.8078390325215,125.37721252441406
70830,1260.485705613473,125.37059783935547
70965,1285.7142638187022,125.41365051269531
71055,1306.3063175296468,125.46995544433594
71145,1316.742037411725,125.38715362548828
71280,1321.9953812312326,125.37059783935547
71370,1316.742037411725,125.30435180664062
71461,,125.40702819824219
71462,1311.5124404073524,
71595,1295.9640320346257,125.34740447998047
71685,1275.5555251439418,125.30435180664062
71775,,125.33084869384766
71776,1255.5065492490928,
71865,1230.9368294022904,125.28118133544922
72000,1206.8965368406953,125.21492004394531
72092,1183.3688073725812,125.1983642578125
72180,1160.3375358170151,125.23479461669922
72314,,125.19174194335938
72315,1142.2594045403562,
72405,1128.8980866510478,125.16525268554688
72495,1120.0827850492872,125.22817993164062
72630,1115.702521108099,125.15531921386719
72765,1106.9959102976018,125.14869689941406
72809,,125.13543701171875
72810,1106.9959102976018,
72945,1111.340187337602,125.25137329101562
73035,1120.0827850492872,125.21162414550781
73125,1133.3333243264092,125.2414321899414
73260,1146.7504530347587,125.31429290771484
73350,1160.3375358170151,125.30767822265625
73440,,125.27454376220703
73441,1183.3688073725812,
73575,1206.8965368406953,125.39047241210938
73665,1230.9368294022904,125.29773712158203
73800,1255.5065492490928,125.25798797607422
73890,,125.31429290771484
73895,1275.5555251439418,
73980,1285.7142638187022,125.35072326660156
74070,1295.9640320346257,125.32090759277344
74160,,125.28779602050781
74161,1295.9640320346257,
74295,1295.9640320346257,125.26792907714844
74385,1285.7142638187022,125.29773712158203
74475,,125.18843078613281
74476,1275.5555251439418,
74610,,125.2248764038086
74611,1255.5065492490928,
74700,1235.8078390325215,125.171875
74792,,125.13543701171875
74793,1211.6631312201926,
74925,,125.10231018066406
74926,1188.0341287212777,
75016,1160.3375358170151,125.09239196777344
75105,1133.3333243264092,125.2016830444336
75239,,125.09239196777344
75240,1111.340187337602,
75329,,125.12882232666016
75375,1094.0694595065177,
75419,,125.06919860839844
75420,1085.539712759162,
75555,1077.0791494362115,125.05926513671875
75690,1072.874460787925,125.06919860839844
75735,1072.874460787925,125.03608703613281
75869,,125.07582092285156
75870,1072.874460787925,
75960,1077.0791494362115,125.06257629394531
76050,1089.79589503589,125.06587982177734
76140,1106.9959102976018,125.12550354003906
76275,1124.4812988774768,125.17518615722656
76364,,125.21162414550781
76365,1146.7504530347587,
76455,,125.19174194335938
76500,1164.9048549459735,
76590,,125.2248764038086
76591,1188.0341287212777,
76680,1216.4502384217571,125.30767822265625
76770,1245.6140871890423,125.2016830444336
76908,,125.28118133544922
76909,1270.5099482745459,
76995,,125.25798797607422
76996,1280.6235457969112,
77085,1285.7142638187022,125.21162414550781
77220,,125.2215576171875
77222,1290.8277394594274,
77310,1285.7142638187022,125.27454376220703
77400,1275.5555251439418,125.16193389892578
77490,,125.16525268554688
77491,1255.5065492490928,
77625,,125.16525268554688
77626,1240.7003029645084,
77715,1216.4502384217571,125.07582092285156
77805,1192.7194221445839,125.07251739501953
77940,1164.9048549459735,125.07582092285156
78029,,125.0228271484375
78030,1124.4812988774768,
78121,1098.360709399508,124.93339538574219
78300,1085.539712759162,125.00296020507812
78345,1072.874460787925,124.90692138671875
78435,1064.5160635353789,125.0162124633789
78615,1060.3621908417538,125.03276824951172
78660,1056.2249167911723,124.9930191040039
78750,1060.3621908417538,124.94003295898438
78886,1060.3621908417538,125.01951599121094
78975,1072.874460787925,125.04932403564453
79065,,125.05264282226562
79110,1085.539712759162,
79199,,125.09901428222656
79200,1102.669375906501,
79290,1120.0827850492872,125.12882232666016
79379,,125.18512725830078
79380,1142.2594045403562,
79515,1164.9048549459735,125.14205932617188
79604,,125.18180847167969
79605,1192.7194221445839,
79695,1226.0870429473534,125.17518615722656
79785,1255.5065492490928,125.17518615722656
79920,1270.5099482745459,125.1983642578125
80011,1275.5555251439418,125.1784896850586
80100,1280.6235457969112,125.18843078613281
80236,1275.5555251439418,125.15199279785156
80325,1265.4867577043067,125.11557006835938
80414,,125.10894775390625
80415,1250.5494236828067,
80551,,125.05596160888672
80553,1230.9368294022904,
80640,1206.8965368406953,125.07251739501953
80730,,125.00296020507812
80731,1178.7234203995706,
80865,1151.2605238075307,124.9698486328125
80955,1120.0827850492872,124.94003295898438
81045,1085.539712759162,125.04932403564453
81225,1060.3621908417538,124.94996643066406
81270,1043.9121917941357,124.9532699584961
81360,1031.7460297937507,124.90028381347656
81495,1023.7154540907026,124.85723876953125
81585,,124.93671417236328
81586,1019.7238071354342,
81675,1019.7238071354342,124.93339538574219
81765,,124.89035034179688
81766,1023.7154540907026,
81900,,124.97314453125
81901,1027.7227349164932,
81990,,124.9764633178711
82035,1035.7853457121373,
82080,1052.104231540471,125.0228271484375
82215,1068.6868156689625,124.97978210449219
82305,1089.79589503589,125.01289367675781
82395,1115.702521108099,125.09568786621094
82530,1142.2594045403562,125.00627136230469
82620,1174.0976003565147,125.07582092285156
82710,1211.6631312201926,125.05264282226562
82845,1240.7003029645084,125.03276824951172
82935,1255.5065492490928,125.11888122558594
83025,1265.4867577043067,125.07582092285156
83160,1270.5099482745459,125.08907318115234
83250,,125.04600524902344
83253,1265.4867577043067,
83340,1260.485705613473,125.02944946289062
83476,,125.0162124633789
83520,1245.6140871890423,
83565,1226.0870429473534,124.98970031738281
83655,1197.4248951544064,124.93009948730469
83745,1169.4914781646617,124.90028381347656
83880,,124.91021728515625
83881,1133.3333243264092,
83970,1098.360709399508,124.84066009521484
84059,,124.85391235351562
84060,1060.3621908417538,
84195,1031.7460297937507,124.80422973632812
84286,,124.7711181640625
84287,1011.7877758890887,
84374,,124.7711181640625
84375,996.1013793365505,
84510,988.3494440996234,124.81086730957031
84600,980.6576149067859,124.80422973632812
84690,980.6576149067859,124.82410430908203
84825,,124.87709045410156
84826,980.6576149067859,
84915,,124.84729766845703
84916,988.3494440996234,
85005,996.1013793365505,124.84066009521484
85140,1011.7877758890887,124.92677307128906
85230,,124.9764633178711
85231,1027.7227349164932,
85320,1056.2249167911723,124.95658874511719
85455,1081.3007564174056,124.98640441894531
85545,1115.702521108099,124.92677307128906
85635,1151.2605238075307,124.9466552734375
85725,1192.7194221445839,124.97978210449219
85860,1221.258075435027,124.98640441894531
85950,,125.04270935058594
85951,1240.7003029645084,
86040,1250.5494236828067,124.97314453125
86175,1250.5494236828067,124.95658874511719
86267,1245.6140871890423,124.91021728515625
86355,,124.84066009521484
86356,1235.8078390325215,
86490,1216.4502384217571,124.93009948730469
86579,,124.89696502685547
86580,1192.7194221445839,
86670,,124.88372802734375
86671,1169.4914781646617,
86805,1137.7870371123897,124.85061645507812
86895,1111.340187337602,124.78767395019531
86985,1077.0791494362115,124.82742309570312
87120,1052.104231540471,124.7711181640625
87210,1035.7853457121373,124.73468780517578
87301,1023.7154540907026,124.70487976074219
87435,1011.7877758890887,124.71481323242188
87525,1003.9138793360958,124.77774047851562
87615,,124.7512435913086
87616,1003.9138793360958,
87750,,124.80093383789062
87751,1003.9138793360958,
87840,1011.7877758890887,124.77774047851562
87930,,124.80093383789062
87931,1019.7238071354342,
88020,1031.7460297937507,124.83404541015625
88155,1047.9999930038452,124.91021728515625
88245,1068.6868156689625,124.85061645507812
88335,1094.0694595065177,124.89035034179688
88470,,124.87046813964844
88471,1124.4812988774768,
88560,1151.2605238075307,124.87046813964844
88650,1183.3688073725812,124.84729766845703
88785,1202.1505872527102,124.88040924072266
88875,1216.4502384217571,124.84066009521484
88965,,124.87379455566406
89012,1221.258075435027,
89100,,124.88704681396484
89101,1216.4502384217571,
89190,1211.6631312201926,124.80093383789062
89280,1192.7194221445839,124.74462890625
89415,1174.0976003565147,124.84729766845703
89505,1151.2605238075307,124.7711181640625
89595,,124.7744369506836
89596,1124.4812988774768,
89731,,124.78435516357422
89732,1094.0694595065177,
89820,,124.61875915527344
89821,1064.5160635353789,
89910,1027.7227349164932,124.70487976074219
90045,,124.60220336914062
90046,1000.0,
90135,980.6576149067859,124.61875915527344
90225,965.4511396055334,124.58564758300781
90315,954.1983847142766,124.53927612304688
90450,,124.63863372802734
90451,950.4761667359719,
90540,950.4761667359719,124.63863372802734
90720,954.1983847142766,124.63201904296875
90765,961.685767531953,124.71481323242188
90855,973.0249882730453,124.69493865966797
90945,,124.67838287353516
90947,992.2177819318267,
91080,,124.65518951416016
91081,1007.8431377260559,
91170,,124.7943115234375
91171,1027.7227349164932,
91260,1056.2249167911723,124.74462890625
91395,1081.3007564174056,124.797607421875
91485,,124.7943115234375
91486,1111.340187337602,
91575,1146.7504530347587,124.76118469238281
91710,,124.72474670410156
91711,1178.7234203995706,
91801,1197.4248951544064,124.797607421875
91890,1211.6631312201926,124.78105163574219
92025,1216.4502384217571,124.71149444580078
92115,1211.6631312201926,124.81416320800781
92205,1202.1505872527102,124.71813201904297
92295,1188.0341287212777,124.7280502319336
92430,1169.4914781646617,124.69161987304688
92520,1146.7504530347587,124.63201904296875
92610,,124.5955810546875
92611,1120.0827850492872,
92745,1094.0694595065177,124.58564758300781
92835,1060.3621908417538,124.65188598632812
92925,1023.7154540907026,124.64195251464844
93060,,124.57901000976562
93062,992.2177819318267,
93150,,124.50614929199219
93151,973.0249882730453,
93240,957.934993496609,124.47966003417969
93375,,124.51278686523438
93376,950.4761667359719,
93465,946.7681294987414,124.48297119140625
93555,943.0740682197406,124.62539672851562
93690,946.7681294987414,124.55913543701172
93780,,124.5492172241211
93825,954.1983847142766,
93870,965.4511396055334,124.63531494140625
94005,980.6576149067859,124.63201904296875
94095,996.1013793365505,124.63531494140625
94185,1015.7480391235656,124.66182708740234
94275,1043.9121917941357,124.70155334472656
94410,1072.874460787925,124.70819091796875
94500,1102.669375906501,124.73468780517578
94590,,124.69493865966797
94591,1137.7870371123897,
94725,,124.71149444580078
94726,1174.0976003565147,
94815,1192.7194221445839,124.78435516357422
94905,1202.1505872527102,124.68499755859375
95040,1202.1505872527102,124.7280502319336
95130,1192.7194221445839,124.70155334472656
95220,1183.3688073725812,124.64195251464844
95355,1164.9048549459735,124.63531494140625
95445,1142.2594045403562,124.65188598632812
95535,1111.340187337602,124.63863372802734
95670,,124.55252075195312
95671,1085.539712759162,
95761,1052.104231540471,124.5723876953125
95850,,124.61544036865234
95851,1003.9138793360958,
95940,,124.53927612304688
95941,965.4511396055334,
96075,,124.46640014648438
96076,935.7277064642631,
96165,,124.47303771972656
96166,917.6030724567294,
96255,,124.47966003417969
96256,906.8900703599686,
96391,,124.46640014648438
96392,899.8144079579533,
96480,,124.45316314697266
96481,896.2963675275317,
96615,896.2963675275317,124.5028305053711
96705,,124.46310424804688
96706,903.3457769492085,
96795,910.4478583885156,124.522705078125
96885,,124.53263854980469
96886,924.8120963886876,
97020,939.39399368945,124.46971893310547
97110,961.685767531953,124.60220336914062
97200,988.3494440996234,124.60882568359375
97335,1015.7480391235656,124.58232879638672
97425,1047.9999930038452,124.59226989746094
97515,1094.0694595065177,124.68832397460938
97650,,124.60220336914062
97651,1137.7870371123897,
97740,,124.66844177246094
97742,1169.4914781646617,
97830,1192.7194221445839,124.67838287353516
97965,1206.8965368406953,124.64524841308594
98055,1211.6631312201926,124.59226989746094
98145,1211.6631312201926,124.55913543701172
98235,1202.1505872527102,124.62539672851562
98370,1188.0341287212777,124.63201904296875
98460,1174.0976003565147,124.55583190917969
98550,,124.5425796508789
98551,1151.2605238075307,
98685,1124.4812988774768,124.55913543701172
98775,,124.5492172241211
98776,1094.0694595065177,
98865,,124.47303771972656
98866,1060.3621908417538,
99000,,124.46640014648438
99001,1019.7238071354342,
99090,,124.43328857421875
99091,980.6576149067859,
99180,,124.41009521484375
99181,943.0740682197406,
99315,,124.33061218261719
99316,921.2006631109815,
99405,,124.31074523925781
99408,903.3457769492085,
99495,,124.32730102539062
99496,892.7910960653628,
99630,,124.370361328125
99631,885.8195095103594,
99720,,124.38691711425781
99765,885.8195095103594,
99810,,124.33391571044922
99811,885.8195095103594,
99945,889.2988045798326,124.39022064208984
100035,903.3457769492085,124.370361328125
100125,917.6030724567294,124.50946807861328
100215,935.7277064642631,124.48297119140625
100350,957.934993496609,124.45316314697266
100440,,124.47303771972656
100441,984.4961313092145,
100530,,124.47303771972656
100532,1015.7480391235656,
100665,1047.9999930038452,124.51608276367188
100755,1089.79589503589,124.53596496582031
100845,1128.8980866510478,124.52934265136719
100980,1151.2605238075307,124.53263854980469
101070,1169.4914781646617,124.55252075195312
101160,,124.47633361816406
101161,1169.4914781646617,
101295,1164.9048549459735,124.47303771972656
101385,1155.7894890576522,124.44984436035156
101475,1142.2594045403562,124.42996978759766
101610,1120.0827850492872,124.42996978759766
101700,1098.360709399508,124.38691711425781
101790,1068.6868156689625,124.37366485595703
101925,1039.840688317701,124.2974853515625
102015,1007.8431377260559,124.34716796875
102105,,124.294189453125
102106,973.0249882730453,
102195,,124.23455810546875
102196,950.4761667359719,
102330,935.7277064642631,124.17495727539062
102422,,124.31405639648438
102423,921.2006631109815,
102510,914.0187323213172,124.26105499267578
102645,,124.28424835205078
102646,914.0187323213172,
102735,,124.2974853515625
102780,914.0187323213172,
102825,917.6030724567294,124.29086303710938
102960,924.8120963886876,124.34716796875
103050,935.7277064642631,124.36705017089844
103140,954.1983847142766,124.3206787109375
103276,973.0249882730453,124.41341400146484
103365,992.2177819318267,124.44984436035156
103455,,124.45648193359375
103456,1019.7238071354342,
103591,1047.9999930038452,124.38691711425781
103681,1081.3007564174056,124.44984436035156
103770,1115.702521108099,124.44984436035156
103905,1133.3333243264092,124.40679931640625
103995,,124.43660736083984
103996,1146.7504530347587,
104085,,124.36042785644531
104086,1146.7504530347587,
104220,1137.7870371123897,124.41341400146484
104310,1128.8980866510478,124.3239974975586
104400,1106.9959102976018,124.2776107788086
104535,1081.3007564174056,124.28424835205078
104625,,124.294189453125
104626,1052.104231540471,
104715,1019.7238071354342,124.29086303710938
104805,,124.23788452148438
104806,984.4961313092145,
104940,,124.23126220703125
104941,950.4761667359719,
105030,,124.19813537597656
105031,924.8120963886876,
105120,,124.14844512939453
105165,910.4478583885156,
105255,896.2963675275317,124.1153335571289
105345,885.8195095103594,124.0987777709961
105435,882.352854553812,124.17495727539062
105570,882.352854553812,124.13520812988281
105660,,124.21800231933594
105661,885.8195095103594,
105751,892.7910960653628,124.18157958984375
105885,903.3457769492085,124.24449920654297
105975,,124.24449920654297
106020,917.6030724567294,
106065,,124.2776107788086
106066,939.39399368945,
106155,965.4511396055334,124.28756713867188
106291,996.1013793365505,124.30412292480469
106380,,124.34716796875
106381,1027.7227349164932,
106515,1064.5160635353789,124.35379028320312
106605,1106.9959102976018,124.28756713867188
106695,1137.7870371123897,124.35049438476562
106786,1155.7894890576522,124.31405639648438
106920,,124.37698364257812
106921,1169.4914781646617,
107010,,124.35379028320312
107011,1183.3688073725812,
107100,,124.40347290039062
107101,1192.7194221445839,
107235,1197.4248951544064,124.3637466430664
107325,,124.40347290039062
107326,1202.1505872527102,
107415,,124.46310424804688
107416,1202.1505872527102,
107553,1202.1505872527102,124.48627471923828
107640,,124.47633361816406
107641,1206.8965368406953,
107730,1206.8965368406953,124.48627471923828
107865,,124.50946807861328
107866,1206.8965368406953,
107955,,124.5425796508789
107956,1202.1505872527102,
108045,,124.61213684082031
108046,1206.8965368406953,
108180,1206.8965368406953,124.62539672851562
108270,1202.1505872527102,124.5458984375
108405,1202.1505872527102,124.569091796875
108495,1202.1505872527102,124.61875915527344
108585,,124.68170166015625
108586,1202.1505872527102,
108676,1206.8965368406953,124.69825744628906
108765,,124.73468780517578
108766,1202.1505872527102,
108900,,124.71813201904297
108901,1206.8965368406953,
108990,,124.7909927368164
108991,1206.8965368406953,
109080,,124.7909927368164
109125,1206.8965368406953,
109215,,124.75456237792969
109216,1206.8965368406953,
109305,,124.84729766845703
109306,1206.8965368406953,
109395,1206.8965368406953,124.7744369506836
109530,,124.82080078125
109531,1206.8965368406953,
109620,1206.8965368406953,124.84397888183594
109710,1206.8965368406953,124.81416320800781
109845,,124.87046813964844
109846,1206.8965368406953,
109935,1211.6631312201926,124.94335174560547
110025,,124.86053466796875
110026,1211.6631312201926,
110160,,124.88040924072266
110161,1211.6631312201926,
110250,,125.00296020507812
110251,1206.8965368406953,
110340,,124.9698486328125
110341,1206.8965368406953,
110430,,124.96652221679688
110431,1211.6631312201926,
110565,,125.00627136230469
110566,1206.8965368406953,
110655,1206.8965368406953,125.03608703613281
110745,1206.8965368406953,125.04932403564453
110880,,125.14537811279297
110881,1202.1505872527102,
110970,,125.10894775390625
110971,1202.1505872527102,
111060,1202.1505872527102,125.10562896728516
111195,,125.20500183105469
111196,1202.1505872527102,
111285,,125.19174194335938
111286,1202.1505872527102,
111375,,125.20500183105469
111376,1202.1505872527102,
111510,,125.17518615722656
111511,1202.1505872527102,
111600,,125.20500183105469
111601,1197.4248951544064,
111690,,125.18512725830078
111735,1197.4248951544064,
111825,,125.2414321899414
111826,1197.4248951544064,
111915,,125.2182388305664
111916,1197.4248951544064,
112005,,125.36065673828125
112006,1197.4248951544064,
112140,,125.29773712158203
112141,1192.7194221445839,
112231,,125.34078979492188
112232,1188.0341287212777,
112319,,125.35072326660156
112320,1188.0341287212777,
112455,1188.0341287212777,125.37391662597656
112545,,125.35404205322266
112546,1188.0341287212777,
112635,,125.423583984375
112636,1188.0341287212777,
112770,,125.39379119873047
112771,1183.3688073725812,
112860,,125.4500961303711
112861,1183.3688073725812,
112951,1178.7234203995706,125.49976348876953
113086,1174.0976003565147,125.44677734375
113176,1169.4914781646617,125.52626037597656
113268,1169.4914781646617,125.52295684814453
113400,,125.55938720703125
113401,1164.9048549459735,
113490,,125.58587646484375
113539,1164.9048549459735,
113580,,125.48982238769531
113581,1160.3375358170151,
113670,1155.7894890576522,125.58587646484375
113805,1151.2605238075307,125.6454849243164
113897,,125.71836853027344
113940,1151.2605238075307,
113985,1146.7504530347587,125.70510864257812
114120,1142.2594045403562,125.68193054199219
114210,1137.7870371123897,125.71836853027344
114300,1137.7870371123897,125.70842742919922
114436,,125.6918716430664
114437,1133.3333243264092,
114525,1128.8980866510478,125.74817657470703
114615,,125.74485778808594
114616,1124.4812988774768,
114750,1120.0827850492872,125.78460693359375
114840,1115.702521108099,125.81771850585938
114930,,125.86078643798828
114931,1106.9959102976018,
115065,,125.86078643798828
115066,1102.669375906501,
115155,1098.360709399508,125.92700958251953
115245,,125.99656677246094
115246,1094.0694595065177,
115380,,125.99327087402344
115381,1089.79589503589,
